word,sentence
檻,動物園の檻の中で、ライオンが悠然と歩いていた。
オリエンテーション,明日は新入社員のオリエンテーションです。
折り返す,この手紙は、半分に折り返して封筒に入れてください。
織物,この織物はとても繊細で、美しい模様が施されている。
俺,俺、今日ラーメン食べたい気分。
愚か,そんなことを信じるなんて、君も**愚か**だね。
おろそか,忙しさにかまけて、健康管理をおろそかにしていた。
おんぶ,疲れた妹を、兄がおんぶして家まで帰った。
オンライン,会議はオンラインで行われます。
温和,彼は温和な性格で、誰からも好かれている。
我,我々は皆、幸せを求めている。
カーペット,新しいカーペットを敷いたら、部屋が明るくなった。
～界,芸能界は華やかに見えるが、厳しい世界だ。
～街,新宿はいつも多くの人で賑わう街だ。
改悪,仕様変更の結果、システムが改悪された。
海運,原油価格の高騰が海運業界に影響を与えている。
外貨,旅行のために、少し外貨を両替しておこう。
改革,政府は税制の**改革**を検討している。
貝殻,海岸で拾った貝殻を耳に当てると、波の音が聞こえた。
外観,この建物は外観が美しい。
階級,この学校には生徒の階級制度はない。
海峡,津軽海峡は、本州と北海道を隔てる海峡です。
会見,市長が明日の午後に緊急会見を開くそうです。
介護,母の介護が必要になったので、仕事を調整しています。
開催,来月、会議が開催されます。
回収,使用済みペットボトルの回収にご協力ください。
改修,この建物は老朽化のため、大規模な改修が必要です。
怪獣,今日の映画は、巨大な怪獣が大暴れするシーンが迫力満点だった。
解除,ロックを解除する。
外相,**例文：**  *   **外相が、アメリカの国務長官と会談を行った。**
害する,タバコは健康を害する。
概説,この授業では、日本史を**概説**します。
回送,この電車は、この駅で終点となり、回送電車として車庫に戻ります。
階層,この会社は階層が少ないため、風通しが良い。
開拓,この地域は、長い年月をかけて農地として開拓された。
会談,首相と大統領が会談を行った。
改定,料金体系が改定されました。
改訂,教科書の内容が**改訂**された。
ガイド,この旅行では、地元のガイドを雇うのがおすすめです。
街道,東海道は、かつての主要な街道だった。
該当,この条件に該当する方は、お申し出ください。
街頭,街頭でティッシュ配りをしていた。
ガイドブック,旅行前に**ガイドブック**を買って、計画を立てるのが好きです。
介入,喧嘩がひどくなる前に、先生が**介入**した。
概念,この映画は、時間という概念を巧みに扱っている。
開発,新しい薬の**開発**には長い時間がかかる。
海抜,この場所は海抜300メートルです。
介抱,飲みすぎた友人を介抱した。
解剖,医学生は授業でカエルの解剖を行った。
外来,この病院には、小児科の**外来**があります。
回覧,回覧板が回ってきたので、署名して次の人に回してください。
概略,会議の**概略**をメールで送ります。
海流,日本の近海には、暖流の黒潮と寒流の親潮が流れています。
改良,この製品は、顧客の意見をもとに改良されました。
回路,この電子レンジは、回路が故障しているようです。
海路,悪天候のため、海路での輸送は延期された。
省みる,今回の失敗を省みて、次こそ成功させよう。
顧みる,過去を顧みる余裕もないほど忙しい。
顔付き,彼はどこか寂しげな顔付きをしていた。
課外,彼は課外活動に積極的に参加している。
掲げる,スローガンを掲げて、チームを鼓舞する。
かかと,新しい靴を履いたら、かかとが痛くなった。
書き取る,先生の話を**書き取る**のは難しい。
掻き回す,スープを**掻き回して**温めます。
かく (はじを),恥をかくのは誰でも嫌なものだ。
学芸,この博物館は、美術から歴史まで幅広い学芸分野を扱っている。
格差,教育の機会における格差が、将来の所得格差につながる可能性がある。
拡散,SNSでデマが拡散された。
学士,彼は今年、大学を卒業して学士号を取得する予定だ。
各種,各種クレジットカードがご利用いただけます。
隔週,会議は**隔週**の月曜日に開催されます。
確信,彼は成功すると確信している。
革新,この会社は、常に技術革新を追求しています。
学説,新しい学説が発表された。
確定,旅行の日程が確定しました。
カクテル,バーでカクテルを一杯飲んだ。
獲得,彼は奨学金を獲得した。
楽譜,ピアノの楽譜を忘れてしまった。
確保,会議室を確保しました。
革命,この技術革新は、業界に革命をもたらすだろう。
確立,新しい販売戦略を確立する必要がある。
賭,明日の試合に勝つ方に百円**賭け**た。
掛～,壁に絵を掛けた。
～掛け,この絵はまだ描き掛けだ。
崖,彼は崖っぷちに立って、遠くの海を眺めていた。
駆け足,彼は駅まで駆け足で行った。
家計,今月は電気代が高くて、家計を圧迫している。
駆けっこ,運動会で子供たちが駆けっこをしている。
加工,この写真は少し加工されています。
化合,水素と酸素が化合して水になる。
かさばる,このダウンジャケットは暖かくて良いけど、ちょっと**かさばる**のが難点だ。
かさむ,生活費がかさむ一方だ。
箇条書,会議の議事録は、後で確認しやすいように箇条書きでまとめました。
微か,遠くから微かに音楽が聞こえてきた。
霞む,遠くの山が霞んで見える。
火星,次の探査機は、火星の生命の痕跡を探す予定だ。
化石,博物館で恐竜の化石を見た。
河川,大雨で河川が氾濫する危険性がある。
化繊,このシャツは化繊なので、洗濯してもすぐに乾きます。
過疎,過疎が進む地域では、学校の統廃合が問題となっている。
片～,片隅に追いやられた古いソファ。
片言,彼は日本に来てまだ間もないので、日本語は片言しか話せない。
傾ける,首を少し傾けて、相手の話を聞いた。
固める,ゼラチンで液体を固める。
傍ら,彼は本業の傍ら、ボランティア活動もしている。
花壇,庭の花壇に色とりどりの花が咲いている。
家畜,その農場では、牛や豚などの家畜を飼育している。
且つ,この製品は高品質**且つ**低価格です。
がっくり,テストの点が悪くて、がっくりきた。
合唱,文化祭で、クラス全員で合唱を披露することになった。
がっしり,このテーブルはがっしりしていて安定している。
合致,彼の証言は、現場の状況と合致していた。
がっちり,彼は握手を求めると、がっちりと手を握ってきた。
かつて,彼はかつて有名なサッカー選手だった。
勝手,彼はいつも勝手なことばかり言う。
カット,髪を少しカットしました。
活発,うちの犬はとても活発で、いつも走り回っています。
合併,A社とB社は来年合併する予定です。
カテゴリー,この商品は、どのカテゴリーに入りますか？
叶う,長年の夢が叶った。
叶える,長年の夢を**叶える**ことができた。
金槌,釘を打つには金槌が必要だ。
かなわない,暑さにはかなわない。
加入,新しい会員がクラブに加入した。
予て,予てから計画していた旅行に、ようやく出発できる日が来た。
庇う,彼はいつも妹を庇う。
株式,彼はIT企業の株式を大量に保有している。
かぶれる,新しいアクセサリーをつけたら、肌がかぶれてしまった。
花粉,今年は花粉が多いみたいで、くしゃみが止まらない。
貨幣,この自動販売機は、貨幣しか使えません。
構える,彼はカメラを構えて、シャッターチャンスを待った。
過密,通勤ラッシュ時の電車は**過密**状態だ。
噛み切る,犬が骨を噛み切った。
カムバック,彼は怪我から見事カムバックを果たした。
カメラマン,結婚式のカメラマンは、新郎新婦の幸せな瞬間を写真に収めていた。
粥,体調が悪いので、今夜は粥にしよう。
体付き,彼はスポーツ選手だけあって、がっしりとした体付きをしている。
絡む,糸が絡まってほどけない。
かりに,仮に宝くじが当たったら、世界一周旅行に行きたいな。
カルテ,医者は患者のカルテを注意深く確認した。
ガレージ,車をガレージに入れる。
過労,最近、過労で体調を崩す人が増えているようです。
かろうじて,最終電車に**かろうじて**間に合った。
交す,二人は笑顔を交わした。
代る代る,二人は代る代るに運転して、目的地まで向かった。
簡易,この棚は組み立てが**簡易**で助かる。
灌漑,この地域では、**灌漑**設備のおかげで安定した収穫が得られている。
眼科,目がかすむので、眼科に行って診てもらおう。
眼球,医者はライトで患者の眼球を照らして診察した。
玩具,子供たちは新しい玩具に夢中になっている。
簡潔,会議では、簡潔に要点を伝えることが重要です。
還元,この商品はポイントを還元率が高いのでお得です。
看護,祖母の入院中は、母がつきっきりで**看護**をしていた。
漢語,この文章は漢語が多いので、少し難しいですね。
頑固,父は頑固な性格で、一度決めたことはなかなか変えない。
勧告,専門家委員会は、政府にさらなる対策を講じるよう勧告した。
換算,ドルを円に換算する。
監視,警察は不審な人物を監視している。
慣習,日本では、お歳暮を贈るのが一般的な慣習です。
観衆,コンサート会場は熱狂的な観衆で埋め尽くされた。
願書,大学の**願書**を提出しました。
干渉,親が子供のことに干渉しすぎるのは良くない。
頑丈,このテーブルはとても頑丈だ。
感触,この布は、とても柔らかい感触だ。
肝心,テストで良い点を取るには、**肝心**なところをしっかり勉強する必要がある。
肝腎,成功するためには、努力が肝腎だ。
関税,輸入品に**関税**がかけられることになった。
岩石,海岸には、大小さまざまな岩石が転がっていた。
感染,インフルエンザが職場内で感染している。
幹線,この道路は市の幹線なので、いつも交通量が多いです。
簡素,彼女の部屋は簡素だが、居心地が良かった。
観点,その問題について、別の観点から考えてみましょう。
感度,このカメラは感度が高く、暗い場所でも綺麗に撮れる。
カンニング,テストでカンニングするのは絶対にダメだよ。
元年,令和元年は、新しい時代の始まりだった。
幹部,新しいプロジェクトチームの幹部は、経験豊富なベテラン社員で構成されている。
完ぺき,彼の日本語は完ぺきに近い。
勘弁,もう勘弁してくれ。
感無量,長年の夢が叶い、感無量です。
勧誘,最近、ジムの勧誘がしつこい。
関与,彼はその事件に全く関与していない。
寛容,多様な意見に寛容な社会は、より発展するだろう。
元来,彼は元来まじめな性格なので、遅刻はまずしない。
観覧,展望台から夜景を観覧した。
慣例,会議は、毎月第一金曜日に開催されるのが慣例となっている。
還暦,父は今年の還暦で、家族みんなでお祝いする予定です。
貫禄,あの社長は、話し方や立ち居振る舞いに貫禄がある。
緩和,政府は景気後退の影響を緩和するために、新たな経済対策を発表した。
議案,委員会で新しい議案が提出された。
危害,彼は動物に危害を加えるようなことは絶対にしない。
企画,新しいイベントの企画を担当することになった。
規格,この製品は、新しい安全規格に適合しています。
着飾る,パーティーに着飾って出かける。
気兼ね,友人の家に泊めてもらうので、あまり気兼ねしないように過ごしたい。
気軽,「ちょっとそこまでだから、気軽に付き合ってよ。」
危機,コロナ禍は世界的な危機だった。
聞き取り,会議での英語の聞き取りは、まだ少し難しいです。
効き目,この薬はよく効き目がある。
帰京,出張から帰京しました。
戯曲,この劇団は、有名な戯曲を現代風にアレンジして上演することで人気を集めている。
基金,老朽化した図書館の改修のために、住民が**基金**を設立した。
喜劇,その映画は予想外の展開の連続で、まるでドタバタ喜劇のようだった。
議決,その法案は、賛成多数で議決された。
棄権,体調不良のため、投票を棄権しました。
既婚,彼は既婚者で、奥さんと子供がいます。
気障,彼はいつも気障なセリフばかり言う。
記載,報告書に不備があったので、修正して再度記載してください。
兆,このプロジェクトには、兆単位の費用がかかるだろう。
気質,彼は生まれつき穏やかな気質だ。
期日,**例文:**  *   **提出の期日は明日の午後5時です。**
きしむ,古くなった階段がきしむ音がした。
議事堂,国会議事堂は、東京にあります。
記述,報告書には、事件の状況が詳細に記述されている。
気象,明日の気象は晴れでしょう。
傷付く,彼の言葉に少し傷付いた。
傷付ける,不用意な一言で彼を**傷付けて**しまった。
犠牲,成功のためには、多少の犠牲はつきものだ。
汽船,その汽船は、ゆっくりと港を出発した。
寄贈,美術館は、個人からの寄贈によって貴重な絵画を収蔵することができた。
偽造,この絵画は、有名な画家の作品を**偽造**したものだと考えられている。
貴族,彼は貴族の血を引いている。
議題,今日の会議の議題は、新商品の販売戦略についてです。
鍛える,毎日腹筋を鍛えている。
気立て,彼女は気立てが優しいので、誰からも好かれる。
きちっと,書類をきちっと整理する。
几帳面,彼は几帳面な性格で、いつも書類をきちんと整理している。
きっかり,会議は10時きっかりに始まった。
きっちり,材料はきっちり計ってから混ぜてください。
きっぱり,彼に頼まれたけど、きっぱり断った。
規定,この部屋の利用は、利用規定に**規定**されています。
起点,この川はあの山を起点として流れている。
軌道,ロケットは予定された軌道に乗った。
技能,彼はプログラミングの技能が高い。
規範,日本では、電車内での通話は規範に反すると考えられています。
気品,彼女の立ち居振る舞いには、どこか気品が感じられた。
気風,この会社は自由闊達な気風が特徴だ。
起伏,この土地は起伏に富んでいる。
規模,このプロジェクトは、思っていたよりも規模が大きくなった。
気まぐれ,彼女は気まぐれに旅行に出かけるのが好きだ。
生真面目,彼は生真面目な性格なので、いつもきっちりと仕事をこなす。
期末,期末テストに向けて、図書館で勉強している。
きまりわるい,エレベーターで社長と二人きりになり、きまりわるい沈黙が流れた。
記名,申込用紙に**記名**をお願いします。
規約,このサービスを利用するには、規約に同意する必要があります。
脚色,事件を面白おかしく脚色して話すのは良くない。
逆転,試合終盤にチームは劇的な逆転勝利を収めた。
脚本,この映画の脚本は、想像力豊かでとても面白い。
華奢,彼女は華奢なネックレスを身につけていた。
客観,事実を客観的に評価することが重要だ。
キャッチ,ボールをキャッチして！
キャリア,彼女は教師として素晴らしいキャリアを築いた。
救援,地震の被災地に救援物資を送る。
休学,体調不良のため、大学を休学することにしました。
究極,このカレーは、私にとって究極の癒しだ。
窮屈,満員電車は**窮屈**だった。
球根,チューリップの球根を秋に植えました。
救済,生活困窮者を救済するための制度が整えられている。
給仕,彼はレストランで給仕のアルバイトをしている。
給食,今日の給食はカレーライスだった。
休戦,双方が休戦に合意した。
宮殿,結婚式は、豪華な宮殿で行われた。
旧知,旧知の友人と偶然再会した。
窮乏,戦後の日本は、多くの人々が窮乏生活を送っていた。
寄与,この研究は、環境問題の解決に大きく寄与するだろう。
強,彼は精神的に強い人だ。
～狂,彼はラーメン狂だ。
驚異,科学技術の驚異によって、生活は大きく変化した。
教科,一番好きな教科は数学です。
協会,その美術館は、日本美術協会に所属しています。
共学,うちの高校は共学です。
共感,彼の苦しみには、深く共感する。
境遇,彼女は恵まれない境遇にも負けず、努力を重ねて成功した。
教訓,この失敗から教訓を得て、次こそ成功させよう。
強行,台風が接近している中、運動会は**強行**された。
強硬,政府は、インフレ抑制のために強硬な金融政策をとった。
教材,この授業では、プリントが主な教材になります。
凶作,今年は長雨の影響で米が凶作だ。
業者,引っ越しの手配は業者に頼むことにした。
教習,自動車教習所に通っています。
郷愁,故郷の写真を整理していると、子供の頃の記憶が蘇り、郷愁にかられた。
教職,彼は大学卒業後、教職の道を選んだ。
興じる,子供たちは庭で水遊びに興じていた。
強制,今回の参加は強制ではありません。
行政,新しい道路の建設には、行政の許可が必要です。
業績,今年の営業部の業績は著しい。
共存,異なる文化が共存する社会を目指すべきだ。
協定,両国間で貿易協定が結ばれた。
郷土,夏祭りでは、郷土の伝統芸能が披露された。
脅迫,彼は口外しないようにと私を脅迫した。
業務,今日の業務はこれで終了です。
共鳴,この映画のテーマは、多くの観客の心に共鳴するだろう。
郷里,お盆には郷里に帰る人が多い。
強烈,この香水は、かなり強烈な香りがする。
共和,日本は立憲共和制の国です。
局限,彼の知識は、特定の分野に**局限**されている。
極端,彼はいつも白か黒かで、考え方が極端なんだよね。
居住,新しいマンションに**居住**することになりました。
拒絶,彼女は彼の告白を拒絶した。
漁船,港にはたくさんの漁船が停泊していた。
漁村,旅行で訪れた漁村は、静かで美しい場所だった。
拒否,申し訳ありませんが、その提案は**拒否**せざるを得ません。
許容,この部屋の騒音レベルは、許容範囲を超えている。
清らか,清らかな水が流れる小川のせせらぎが聞こえる。
きらびやか,ホテルのロビーは、シャンデリアが輝き、きらびやかだった。
～きり,今日はお茶を一杯飲んだきり、何も食べていない。
義理,バレンタインなので、会社の人に義理チョコを配った。
切替,暖房から冷房への切替はまだ早い。
気流,飛行機が気流の悪い場所に入り、少し揺れた。
切れ目,紙に切れ目を入れて、そこから破った。
疑惑,政治家への資金提供疑惑が浮上した。
極めて,彼の研究は極めて重要だ。
近眼,彼は近眼なので、いつも眼鏡をかけている。
緊急,緊急事態が発生しました。
近郊,週末は近郊の温泉地でのんびり過ごす予定です。
均衡,需要と供給の均衡が崩れ、価格が高騰した。
禁じる,この場所での喫煙は禁じられています。
勤勉,彼は勤勉な学生で、いつも熱心に勉強している。
吟味,提案された企画書を**吟味**した結果、見送ることになりました。
勤務,田中さんは来月から東京本社に勤務することになりました。
禁物,風邪をひいている時は、無理は禁物です。
勤労,勤労感謝の日は、日々の勤労に感謝する日です。
クイズ,週末に家族でクイズ大会をするのが楽しみです。
食い違う,二人の証言が食い違っている。
空間,この部屋は広いので、十分な**空間**がありますね。
空腹,お昼ご飯を食べる時間が遅くなって、空腹を感じた。
区画,新しい住宅地は、整然と区画整理されている。
区間,この道路は、工事のため一部区間が通行止めです。
茎,花瓶に生けたバラの茎が折れてしまった。
区切り,文章が長すぎるので、適当なところで区切りましょう。
くぐる,トンネルをくぐる。
くじ (～をひく),明日のイベントの景品を決めるために、くじを引こう。
くじびき,お祭りでくじびきをしたら、当たりが出た！
くすぐったい,足の裏を触られると、くすぐったい。
愚痴,また部長の愚痴を聞かされたよ。
口吟む,彼は鼻歌まじりに、楽しげにメロディーを**口吟んだ**。
嘴,カラスが電線にとまり、嘴で羽を繕っていた。
朽ちる,この木造の小屋は、長い年月をかけて朽ちていった。
覆す,彼の証言は、これまでの状況を**覆す**可能性を秘めている。
くっきり,富士山が晴れてくっきり見えた。
屈折,光がプリズムを通ると屈折する。
ぐっと,緊張が走ったが、彼はぐっと我慢した。
首飾り,彼女はシンプルな白いシャツに、真珠の首飾りを合わせた。
首輪,うちの猫は、新しい首輪が気に入ったみたいで、ずっとゴロゴロ言ってる。
組み込む,新しい機能がソフトウェアに組み込まれた。
組み合わせる,このパズルはパーツを**組み合わせる**のが難しい。
蔵,この家には古い蔵がある。
グレー,空はどんよりとグレーだった。
クレーン,建設現場でクレーンが資材を吊り上げている。
玄人,あの店のラーメンは、玄人好みの深い味わいだ。
黒字,今年はなんとか黒字になった。
軍艦,その港には、巨大な**軍艦**が停泊していた。
軍事,その国は軍事力を増強している。
君主,あの国の歴史では、しばしば君主の交代が混乱を招いた。
群集,祭りの会場は、大勢の群集でごった返していた。
群衆,祭りの会場は、すごい群衆で賑わっていた。
軍備,各国は互いに**軍備**を縮小するよう努めるべきだ。
軍服,彼は古着屋で珍しい軍服を見つけた。
芸,彼女は歌とダンスという二つの芸を持っている。
経過,事件から1週間が経過した。
軽快,彼は軽快な足取りで階段を駆け上がった。
警戒,不審な人物を見かけたので、警戒した。
敬具,皆様のご健勝をお祈り申し上げます。敬具
軽減,痛みを軽減するために、薬を飲みました。
掲載,新しいレストランの情報が雑誌に掲載された。
傾斜,この坂道は傾斜がきつい。
形成,新しいチームが**形成**された。
形勢,試合は後半に入り、徐々に相手チームに形勢が傾いてきた。
軽率,軽率な行動は後悔を招くことが多い。
刑罰,飲酒運転は重い刑罰が科せられる。
経費,出張の**経費**は会社が負担してくれる。
警部,警部は事件現場を厳しく見渡した。
転換,彼女は大学進学を機に、生活スタイルを大きく転換した。
転居,来月、東京に転居することになりました。
転勤,来月、大阪への転勤が決まりました。
点検,「旅行前に車の点検をすることにした。」
電源,会議前に、パソコンの電源を入れた。
天国,このケーキはまるで天国のような味だ。
天才,彼は幼い頃から数学の天才として知られていた。
天災,今回の地震は、まさに**天災**としか言いようがない規模だった。
展示,美術館で印象派の絵画が展示されている。
伝説,その老人は村の伝説について語ってくれた。
点線,地図上の予定ルートは、点線で示されています。
転じる,雨が雪に転じた。
転ずる,雨が雪に転じた。
天体,夜空には無数の天体が輝いている。
伝達,会議の内容は、全員に伝達されました。
天地,天地がひっくり返るような驚きだった。
てんで,「あの二人は気が合わなくて、てんで話が噛み合わないんだよね。」
転任,来月、大阪支店に転任することになりました。
展望,新しいオフィスからは、東京タワーの展望が開けている。
伝来,仏教は6世紀に日本に伝来した。
転落,彼は階段から転落して足を怪我した。
問い合わせる,詳細については、事務局に**問い合わせる**ことができます。
当～,当ホテルは駅のすぐそばにございます。
胴,彼は太鼓の胴を力強く叩いた。
同意,提案に**同意**します。
動員,会社は新製品の発売に向けて全社員を動員した。
同感,彼の意見に同感です。
陶器,食卓には、温かみのある陶器の皿が並んでいた。
討議,次の会議で、この件について**討議**しましょう。
動機,彼の行動の**動機**は、お金だったようだ。
等級,このホテルの部屋は等級によって料金が異なります。
同級,彼は小学校の同級生です。
同居,結婚を機に、彼と**同居**を始めました。
登校,毎朝、子どもたちは元気に登校します。
統合,組織再編で、複数の部署を**統合**することになった。
動向,最近の原油価格の動向を注視している。
投資,将来のために、株に**投資**をすることにした。
同情,彼の悲惨な身の上話を聞いて、思わず同情してしまった。
道場,彼は剣道の道場で厳しい稽古に励んでいる。
統制,政府は物価の統制を強化した。
当選,宝くじに当選した。
逃走,犯人は警察の追跡をかわし、現在も逃走中です。
統率,彼はチームを巧みに統率し、プロジェクトを成功に導いた。
到達,ついに山頂に到達した。
統治,その国は、新しい法律によって統治されることになった。
仕切る,会議室をパーテーションで仕切る。
資金,新しい事業を始めるには、十分な資金が必要だ。
軸,この物語の軸は、主人公の成長だ。
しくじる,面接で盛大にしくじった。
仕組,この自動翻訳の**仕組み**はまだ完璧ではない。
死刑,彼は殺人罪で死刑判決を受けた。
湿気る,しばらく置いておいたポテトチップスが湿気てる。
施行,新しい法律は来月から施行されます。
思考,新しい企画について、もっと深く思考する必要がある。
志向,彼女は常に顧客志向で仕事をしている。
嗜好,彼の音楽の嗜好は、かなり幅広い。
事項,会議の**事項**は後日メールで共有します。
時刻表,駅で時刻表を確認して、電車の時間を確認しよう。
地獄,宿題が終わらない！まるで地獄だ。
時差,日本とニューヨークには13時間の時差があります。
自在,彼は英語とフランス語を**自在に**操る。
視察,市長が建設現場を視察した。
資産,この会社にとって、優秀な人材はかけがえのない資産だ。
支持,私は彼の意見を支持します。
自主,彼は自主的に宿題を終わらせた。
自首,罪を犯した男は、警察に自首した。
刺繍,彼女は趣味でハンカチに花の刺繍をしている。
辞職,彼は健康上の理由で辞職した。
雫,雨上がりの葉から、雫がポタリと落ちた。
システム,新しいポイントシステムが導入された。
沈める,船を海に沈める。
施設,この**施設**には、トレーニングジムとプールがあります。
事前,イベントの**事前**予約が必要です。
子息,田中様のご子息は、医学部に進学されたそうですね。
持続,この取り組みを持続していくことが重要です。
自尊心,彼は失敗を恐れず、自尊心を持って新しいことに挑戦する。
慕う,彼は亡き父を今も深く慕っている。
下心,彼はいつも親切だけど、ちょっと下心があるように感じる。
下地,化粧をする前に、まず下地を塗ります。
親しむ,新しいクラスメートたちとすぐに親しむことができた。
下調べ,旅行の前に、現地の情報を下調べしておくと安心です。
愛想,彼女は誰に対しても愛想が良い。
間柄,二人は親戚の間柄です。
合間,仕事の合間に、コーヒーを一杯飲んだ。
敢えて,誰もいない時間帯を**敢えて**選んで、静かに美術館を堪能した。
仰ぐ,星空を仰ぐ。
垢,お風呂で体を洗って、垢を落とした。
赤字,今月も赤字だ。
明かす,彼はついに秘密を明かした。
赤らむ,恥ずかしそうに、彼女は頬を赤らめた。
上がり,*   「お風呂上がりは、やっぱり牛乳だよね。」
諦め,何度挑戦しても無理だったので、今回は諦めた。
アクセル,急いでいたので、少しアクセルを踏み込んだ。
あくどい,あの店は観光客相手にあくどい商売をしている。
顎,彼は驚いて顎が外れそうになった。
憧れ,彼女は都会での生活に憧れを抱いている。
麻,このシャツは麻でできているので、涼しくて着心地が良いです。
あざ,転んで膝に大きなあざができた。
浅ましい,お金に執着する彼の姿は、浅ましいと感じた。
欺く,彼は甘い言葉で彼女を欺いた。
鮮やか,庭に咲いたバラが鮮やかだ。
嘲笑う,彼は失敗した友人を**嘲笑った**。
悪しからず,当日都合が悪く、参加できません。悪しからずご了承ください。
味わい,このコーヒーは、深みのある**味わい**で美味しい。
焦る,試験時間が迫ってきて、焦ってきた。
あせる (こえが～),試験の結果発表が近づき、声が焦る。
値する,彼の勇気ある行動は、称賛に値する。
悪化,症状が悪化したので、病院へ行った。
扱い,この製品は丁寧に**扱い**ましょう。
呆気ない,期待していたほど苦労せず、呆気なく終わってしまった。
あっさり,このラーメンは見た目ほど味が濃くなくて、あっさりしているね。
斡旋,就職を斡旋してもらった。
圧倒,彼の才能には圧倒された。
圧迫,満員電車で圧迫された。
あつらえる,結婚式の引き出物を、参加者一人ひとりに合わせてあつらえることにした。
圧力,面接で過度の圧力を感じた。
当て,宝くじが当たった！
～宛,山田様宛の荷物です。
当て字,「夜露死苦」は、よろしくの当て字として有名だ。
跡継ぎ,息子が会社を辞めてしまったので、社長は跡継ぎを探している。
後回し,忙しいので、この書類の整理は後回しにしよう。
油絵,彼女は趣味で油絵を描いている。
アプローチ,新しい顧客へのアプローチ方法を検討している。
あべこべ,靴下を左右あべこべに履いてしまった。
甘える,疲れているときは、たまには恋人に甘えたい。
雨具,明日は雨が降るらしいから、雨具を忘れずにね。
甘口,このお酒は甘口で飲みやすい。
アマチュア,彼の絵は独創的だが、まだアマチュアの域を出ていない。
網,魚を捕るために**網**を仕掛けた。
操る,彼は人形を操るのがとても上手だ。
危ぶむ,彼の健康状態を危ぶむ声が上がっている。
あやふや,彼の証言はところどころあやふやで、信用できない。
過ち,彼の過ちは、チーム全体の足を引っ張ることになった。
誤る,道順を**誤って**、迷子になってしまった。
歩み,二人の関係はゆっくりと、しかし確実に歩みを進めている。
歩む,彼女は自分の信じる道を歩むことを決めた。
予め,予めご了承ください。
荒らす,誰かが掲示板を荒らして、コメントがめちゃくちゃになっていた。
争い,隣の家と境界線で争いが起きている。
改まる,新年を迎え、気持ちを改める。
荒っぽい,彼の運転は荒っぽいので、少し怖い。
アラブ,アラブの音楽は独特のリズムを持っています。
霰,今日の天気は不安定で、急に霰が降ってきた。
有り様,事件後の現場は、目を覆いたくなる有り様だった。
ありのまま,この写真、加工なしのありのままの色合いが綺麗だね。
ありふれる,そのデザインは最近ありふれていて、あまり魅力的ではない。
アルカリ,石鹸はアルカリ性なので、油汚れを落としやすい。
アルミ,この弁当箱は**アルミ**製で軽いから、持ち運びに便利だよ。
アワー,*   **「休憩は1アワーです。」**
合わす,すみません、ちょっと時間を合わすのが難しいです。
～合せ,この料理は、味噌と醤油の**合せ**味が絶妙だ。
アンコール,観客の熱烈なアンコールに応えて、彼はもう一曲演奏した。
暗殺,首相が**暗殺**されたというニュースが流れた。
暗算,彼は暗算が得意で、レジの計算をすぐに確認できる。
暗示,この映画のラストシーンは、続編を**暗示**している。
案じる,母が私のことを案じているようだ。
安静,怪我をしたので、今日は安静にしていよう。
案の定,案の定、彼は遅刻してきた。
いい加減,もう、いい加減にして！
言い訳,遅刻の**言い訳**はもう聞きたくない。
イェス,「はい、イェスと言ってください。」
家出,彼は親と喧嘩して家出した。
生かす,この経験を今後の仕事に生かしていきたいです。
いかに,**いかに困難な状況でも、諦めずに努力することが大切だ。**
いかにも,あの絵は、いかにも印象派らしい色使いだ。
異議,裁判官の発言に弁護士が「異議あり！」と叫んだ。
生き甲斐,彼は、庭の手入れが生き甲斐だと言っている。
行き違い,メールの**行き違い**で、会議の日程がずれてしまった。
意気込む,新しいプロジェクトに向けて、彼は意気込んでいる。
育成,若い社員の育成に力を入れています。
幾多,幾多の困難を乗り越えて、プロジェクトはついに完成した。
"(花を〜) 生ける, 活ける",庭で摘んだ花を、玄関に活けました。
異見,会議で彼の意見に対し、異見を唱える者はいなかった。
意向,今後の意向について、お聞かせください。
移行,古いパソコンから新しいパソコンへデータを移行する。
いざ,いざ、出発！
移住,気候変動の影響で、故郷から別の地域へ移住する人が増えている。
衣装,彼女はパーティーのために豪華な衣装を選んだ。
いじる,テレビのリモコンをいじっていたら、変な設定になってしまった。
異性,彼は異性にもてるタイプだ。
遺跡,このあたりには古代文明の遺跡がたくさん残っています。
依存,最近、動画配信サービスに依存しすぎている気がする。
委託,その業務は外部に委託することになった。
いたって,「今日はいたって元気だよ。」
出世,彼は入社以来、順調に出世を重ねている。
出題,先生は学生に宿題として、次の授業で小テストを**出題**すると言った。
出動,消防車が出動した。
出費,今月は旅行があったので、出費がかさんだ。
出品,メルカリに服を**出品**しました。
主導,新しいプロジェクトは彼が主導している。
主任,新しい主任が就任した。
首脳,G7の**首脳**たちは、気候変動問題について議論した。
守備,彼は野球の守備が上手い。
手法,この問題を解決する効果的な手法は、ブレインストーミングです。
樹木,公園にはたくさんの樹木が生い茂っている。
樹立,新しい政権が樹立された。
準急,明日の朝は準急に乗って会社に行こう。
準じる,今回のイベントは、去年の形式に準じて行われます。
～署,事件は警察署で捜査されている。
～症,彼は花粉症で、春はいつも鼻水が止まらない。
～証,診察券は、受診の**証明**となる**証**です。
～嬢,受付嬢が笑顔で対応してくれた。
上位,今回のテストでは、上位10%に入ることが目標です。
