word,sentence,jlpt_level,original_index,optimal_index,number_of_unknown_tokens,unknown_tokens_in_sentence,tokenized_sentence_surface,reading,meaning
持参,説明会には筆記用具をご持参ください。,N2,4226,5814,4,"会, 具, 持参, ください","説明, 会, に, は, 筆記, 用, 具, を, ご, 持参, ください, 。",じさん,"bringing, taking, carrying"
取扱,この機械の取扱説明書はありますか？,N1,5550,5815,4,"取扱, 書, あり, ます","この, 機械, の, 取扱, 説明, 書, は, あり, ます, か, ？",とりあつかい,"treatment, handling, management"
論理,彼の説明は論理的で分かりやすかった。,N1,7034,5816,4,"論理, 的, 分かり, やすかっ","彼, の, 説明, は, 論理, 的, で, 分かり, やすかっ, た, 。",ろんり,logic
身振り,彼は身振り手振りを交えて熱心に説明してくれた。,N1,7493,5817,4,"身振り, 手振り, 交え, くれ","彼, は, 身振り, 手振り, を, 交え, て, 熱心, に, 説明, し, て, くれ, た, 。",みぶり,gesture
図,この説明書には、組み立て方の**図**が載っています。,N3,1581,5818,5,"書, 組み立て, 図, 載っ, ます","この, 説明, 書, に, は, 、, 組み立て, 方, の, *, *, 図, *, *, が, 載っ, て, い, ます, 。",ず,"figure, drawing, illustration"
活用,この文法書は、動詞の活用をわかりやすく説明している。,N3,1989,5819,5,"書, 活用, わかり, やすく, いる","この, 文法, 書, は, 、, 動詞, の, 活用, を, わかり, やすく, 説明, し, て, いる, 。",かつよう,conjugation; practical use
企業,この企業は、環境問題に積極的に取り組んでいます。,N3,2055,5820,5,"企業, 積極, 的, 取り組ん, ます","この, 企業, は, 、, 環境, 問題, に, 積極, 的, に, 取り組ん, で, い, ます, 。",きぎょう,"industry, business, undertaking"
利潤,企業は利潤を追求する。,N1,7694,5821,2,"利潤, 追求","企業, は, 利潤, を, 追求, する, 。",りじゅん,"profit, returns"
打撃,今回の不況は中小企業に大きな打撃を与えた。,N1,6795,5822,3,"不況, 打撃, 与え","今回, の, 不況, は, 中, 小, 企業, に, 大きな, 打撃, を, 与え, た, 。",だげき,"blow, damage; batting (baseball)"
共同,このプロジェクトは、複数の企業が共同で行っています。,N3,2110,5823,4,"プロジェクト, 共同, 行っ, ます","この, プロジェクト, は, 、, 複数, の, 企業, が, 共同, で, 行っ, て, い, ます, 。",きょうどう,"cooperation, association, collaboration"
国家,その企業は国家プロジェクトに参画している。,N3,2280,5824,4,"国家, プロジェクト, 参画, いる","その, 企業, は, 国家, プロジェクト, に, 参画, し, て, いる, 。",こっか,"state, country, nation"
橋渡し,このイベントが、企業と学生の橋渡しになることを期待します。,N1,7069,5825,4,"イベント, 橋渡し, こと, ます","この, イベント, が, 、, 企業, と, 学生, の, 橋渡し, に, なる, こと, を, 期待, し, ます, 。",はしわたし,"bridge building', mediation"
不況,最近の不況で、多くの企業が経営難に陥っている。,N1,7211,5826,4,"不況, 多く, 陥っ, いる","最近, の, 不況, で, 、, 多く, の, 企業, が, 経営, 難, に, 陥っ, て, いる, 。",ふきょう,"recession, depression, slump"
ボイコット,その企業の製品は、環境問題への対応の遅さからボイコットされている。,N1,7314,5827,4,"遅, から, ボイコット, いる","その, 企業, の, 製品, は, 、, 環境, 問題, へ, の, 対応, の, 遅, さ, から, ボイコット, さ, れ, て, いる, 。",ボイコット,boycott
期限,このレポートの**期限**は明日の午後5時です。,N3,2057,5828,5,"レポート, 期限, 5, 時, です","この, レポート, の, *, *, 期限, *, *, は, 明日, の, 午後, 5, 時, です, 。",きげん,"deadline, term"
無効,この会員証は期限切れで無効です。,N1,7505,5829,3,"証, 無効, です","この, 会員, 証, は, 期限, 切れ, で, 無効, です, 。",むこう,"invalid, no effect, unavailable"
教授,山田教授は、その分野の第一人者として知られています。,N3,2107,5830,5,"山田, 教授, 第, 知ら, ます","山田, 教授, は, 、, その, 分野, の, 第, 一, 人, 者, と, し, て, 知ら, れ, て, い, ます, 。",きょうじゅ,"teaching, instruction; professor"
助教授,彼は来年、**助教授**から教授に昇進する予定だ。,N2,3516,5831,2,"助, から","彼, は, 来年, 、, *, *, 助, 教授, *, *, から, 教授, に, 昇進, する, 予定, だ, 。",じょきょうじゅ,assistant professor
協力,プロジェクトを成功させるには、チーム全員の協力が不可欠です。,N3,2112,5832,5,"プロジェクト, せる, チーム, 協力, です","プロジェクト, を, 成功, さ, せる, に, は, 、, チーム, 全員, の, 協力, が, 不可欠, です, 。",きょうりょく,"cooperation, collaboration"
アンケート,会議の前に、簡単なアンケートにご協力をお願いします。,N3,2555,5833,2,"アンケート, ます","会議, の, 前, に, 、, 簡単, な, アンケート, に, ご, 協力, を, お, 願い, し, ます, 。",アンケート,"questionnaire (FRE: enquete), survey"
採る,アンケートで意見を採る。,N2,4541,5834,1,採る,"アンケート, で, 意見, を, 採る, 。",とる,"to adopt (measure, proposal); to pick (fruit)"
用紙,このアンケート用紙にご記入ください。,N1,7647,5835,1,ください,"この, アンケート, 用, 紙, に, ご, 記入, ください, 。",ようし,a form
～問,このアンケートは全10問です。,N2,4970,5836,3,"10, 問, です","この, アンケート, は, 全, 10, 問, です, 。",～もん,counter for questions
チーム,新しいプロジェクトはチームで協力して進めます。,N3,2793,5837,4,"プロジェクト, チーム, 進め, ます","新しい, プロジェクト, は, チーム, で, 協力, し, て, 進め, ます, 。",チーム,team
得点,試合でチームが**得点**した。,N1,5508,5838,1,得点,"試合, で, チーム, が, *, *, 得点, *, *, し, た, 。",とくてん,"score, points made"
形成,新しいチームが**形成**された。,N1,6273,5839,1,形成,"新しい, チーム, が, *, *, 形成, *, *, さ, れ, た, 。",けいせい,formation
率いる,彼は若いチームを率いて、見事な成果を上げた。,N1,7787,5840,2,"率い, 上げ","彼, は, 若い, チーム, を, 率い, て, 、, 見事, な, 成果, を, 上げ, た, 。",ひきいる,"to lead, to spearhead (a group), to command (troops)"
旗,運動会で、自分のチームの旗を振って応援した。,N3,3096,5841,3,"会, 旗, 振っ","運動, 会, で, 、, 自分, の, チーム, の, 旗, を, 振っ, て, 応援, し, た, 。",はた,flag
発揮,彼はリーダーシップを発揮してチームを成功に導いた。,N2,4642,5842,3,"リーダーシップ, 発揮, 導い","彼, は, リーダーシップ, を, 発揮, し, て, チーム, を, 成功, に, 導い, た, 。",はっき,"exhibition, demonstration, display"
交互,赤と白の旗が交互に並んでいる。,N1,5213,5843,3,"交互, 並ん, いる","赤, と, 白, の, 旗, が, 交互, に, 並ん, で, いる, 。",こうご,"mutual, reciprocal, alternate"
結束,このチームは結束力が強く、困難を乗り越えてきた。,N1,5447,5844,3,"結束, 強く, 乗り越え","この, チーム, は, 結束, 力, が, 強く, 、, 困難, を, 乗り越え, て, き, た, 。",けっそく,"union, unity"
掲げる,スローガンを掲げて、チームを鼓舞する。,N1,5968,5845,3,"スローガン, 掲げ, 鼓舞","スローガン, を, 掲げ, て, 、, チーム, を, 鼓舞, する, 。",かかげる,"to hoist, to fly (a sail), to float (a flag)"
統率,彼はチームを巧みに統率し、プロジェクトを成功に導いた。,N1,6321,5846,3,"統率, プロジェクト, 導い","彼, は, チーム, を, 巧み, に, 統率, し, 、, プロジェクト, を, 成功, に, 導い, た, 。",とうそつ,"command, generalship, leadership"
追放,彼は不正行為が発覚し、チームから追放された。,N1,6921,5847,3,"発覚, から, 追放","彼, は, 不正, 行為, が, 発覚, し, 、, チーム, から, 追放, さ, れ, た, 。",ついほう,"exile, banishment"
ポジション,彼はチームの中で攻撃的なポジションを得意としている。,N1,7366,5848,3,"的, ポジション, いる","彼, は, チーム, の, 中, で, 攻撃, 的, な, ポジション, を, 得意, と, し, て, いる, 。",ポジション,position
反発,彼の意見には、チーム内から反発の声が上がった。,N1,7777,5849,3,"から, 反発, 上がっ","彼, の, 意見, に, は, 、, チーム, 内, から, 反発, の, 声, が, 上がっ, た, 。",はんぱつ,"repelling, rebound, oppose"
対立,新しい計画について、チーム内で意見の対立が見られた。,N2,3716,5850,4,"つい, 対立, 見, られ","新しい, 計画, に, つい, て, 、, チーム, 内, で, 意見, の, 対立, が, 見, られ, た, 。",たいりつ,"confrontation, opposition, antagonism"
～紙,レポートはA4用紙に印刷してください。,N2,4207,5851,4,"レポート, A, 4, ください","レポート, は, A, 4, 用紙, に, 印刷, し, て, ください, 。",～し,"newspaper, type of paper"
反映,アンケートの結果が、新商品の開発に反映される予定です。,N2,4664,5852,4,"新, 反映, れる, です","アンケート, の, 結果, が, 、, 新, 商品, の, 開発, に, 反映, さ, れる, 予定, です, 。",はんえい,"reflection, influence"
引分け,今日の試合は、両チームとも譲らず引分けに終わった。,N2,4688,5853,4,"両, 譲ら, 引分け, 終わっ","今日, の, 試合, は, 、, 両, チーム, と, も, 譲ら, ず, 引分け, に, 終わっ, た, 。",ひきわけ,"a draw (in competition), tie game"
回収,使用済みペットボトルの回収にご協力ください。,N1,5933,5854,4,"済み, ボトル, 回収, ください","使用, 済み, ペット, ボトル, の, 回収, に, ご, 協力, ください, 。",かいしゅう,"collection, recovery"
信者,彼は熱狂的なサッカーチームの信者だ。,N1,6544,5855,4,"熱狂, 的, サッカー, 信者","彼, は, 熱狂, 的, な, サッカー, チーム, の, 信者, だ, 。",しんじゃ,"believer, devotee"
妥協,両者の意見が対立したので、妥協点を探るしかなかった。,N1,6791,5856,4,"両者, 妥協, しか, なかっ","両者, の, 意見, が, 対立, し, た, の, で, 、, 妥協, 点, を, 探る, しか, なかっ, た, 。",だきょう,"compromise, giving in"
発足,新しいプロジェクトチームが本日発足しました。,N1,7376,5857,4,"プロジェクト, 本日, 発足, まし","新しい, プロジェクト, チーム, が, 本日, 発足, し, まし, た, 。",ほっそく,"starting, inauguration"
推進,新しいプロジェクトを推進するため、チームを発足しました。,N1,6569,5858,4,"プロジェクト, 推進, ため, まし","新しい, プロジェクト, を, 推進, する, ため, 、, チーム, を, 発足, し, まし, た, 。",すいしん,"propulsion, driving force"
優勢,試合はAチームの優勢で進んでいる。,N1,7620,5859,4,"A, 優勢, 進ん, いる","試合, は, A, チーム, の, 優勢, で, 進ん, で, いる, 。",ゆうせい,"superiority, superior power, predominance"
記録,会議の内容は、後で参照できるように記録しておきましょう。,N3,2121,5860,5,"参照, よう, 記録, おき, ましょう","会議, の, 内容, は, 、, 後, で, 参照, できる, よう, に, 記録, し, て, おき, ましょう, 。",きろく,"record, minutes, document"
収益,今年の収益は過去最高を記録した。,N1,7138,5861,1,収益,"今年, の, 収益, は, 過去, 最高, を, 記録, し, た, 。",しゅうえき,"earnings, proceeds, returns"
寄付,このイベントの収益は、すべて動物保護団体に寄付されます。,N3,2079,5862,5,"イベント, すべて, 団体, 寄付, ます","この, イベント, の, 収益, は, 、, すべて, 動物, 保護, 団体, に, 寄付, さ, れ, ます, 。",きふ,"contribution, donation"
近代,日本の**近代**文学は、西洋の影響を強く受けている。,N3,2130,5863,5,"日本, 近代, 強く, 受け, いる","日本, の, *, *, 近代, *, *, 文学, は, 、, 西洋, の, 影響, を, 強く, 受け, て, いる, 。",きんだい,modern times
苦労,留学生活は大変だったけど、その**苦労**も今では良い思い出です。,N3,2167,5864,5,"留学, だっ, けど, 苦労, です","留学, 生活, は, 大変, だっ, た, けど, 、, その, *, *, 苦労, *, *, も, 今, で, は, 良い, 思い出, です, 。",くろう,hardship; suffering
敏感,彼女は肌が敏感なので、化粧品を選ぶのに苦労する。,N1,7185,5865,1,敏感,"彼女, は, 肌, が, 敏感, な, の, で, 、, 化粧, 品, を, 選ぶ, の, に, 苦労, する, 。",びんかん,"sensibility, susceptibility, sensitive (to)"
物語る,この写真は、当時の苦労を物語っている。,N2,4963,5866,2,"物語っ, いる","この, 写真, は, 、, 当時, の, 苦労, を, 物語っ, て, いる, 。",ものがたる,"to tell, to indicate"
呆気ない,期待していたほど苦労せず、呆気なく終わってしまった。,N1,6388,5867,4,"ほど, 呆気なく, 終わっ, しまっ","期待, し, て, い, た, ほど, 苦労, せ, ず, 、, 呆気なく, 終わっ, て, しまっ, た, 。",あっけない,"not enough, too quick (short, long, etc.)"
警告,この薬には眠気を催す**警告**があります。,N3,2182,5868,5,"眠気, 催す, 警告, あり, ます","この, 薬, に, は, 眠気, を, 催す, *, *, 警告, *, *, が, あり, ます, 。",けいこく,warning
芸術,この美術館は、さまざまな時代の芸術作品を展示している。,N3,2186,5869,5,"館, さまざま, 芸術, 作品, いる","この, 美術, 館, は, 、, さまざま, な, 時代, の, 芸術, 作品, を, 展示, し, て, いる, 。",げいじゅつ,"(fine) art, the arts"
劇場,週末は劇場でミュージカルを観る予定です。,N3,2192,5870,5,"週末, 劇場, ミュージカル, 観る, です","週末, は, 劇場, で, ミュージカル, を, 観る, 予定, です, 。",げきじょう,"theater, playhouse"
健康,健康のために、毎日30分歩くようにしています。,N3,2212,5871,5,"健康, ため, 30, よう, ます","健康, の, ため, に, 、, 毎日, 30, 分, 歩く, よう, に, し, て, い, ます, 。",けんこう,health(y)
結核,彼は健康診断で結核と診断された。,N1,5439,5872,1,結核,"彼, は, 健康, 診断, で, 結核, と, 診断, さ, れ, た, 。",けっかく,tuberculosis
辞職,彼は健康上の理由で辞職した。,N1,6346,5873,1,辞職,"彼, は, 健康, 上, の, 理由, で, 辞職, し, た, 。",じしょく,resignation
検査,健康診断で血液検査を受けた。,N3,2213,5874,2,"検査, 受け","健康, 診断, で, 血液, 検査, を, 受け, た, 。",けんさ,"inspection, examination"
害する,タバコは健康を害する。,N1,5938,5875,2,"タバコ, 害する","タバコ, は, 健康, を, 害する, 。",がいする,"to harm, to offend"
損う,無理なダイエットは健康を損なう。,N1,6722,5876,2,"ダイエット, 損なう","無理, な, ダイエット, は, 健康, を, 損なう, 。",そこなう,"to harm, to hurt"
労働,長時間労働は健康に良くない。,N3,2528,5877,3,"長, 労働, 良く","長, 時間, 労働, は, 健康, に, 良く, ない, 。",ろうどう,"labor, work"
連合,労働組合の連合が、賃上げを要求した。,N2,4324,5878,2,"連合, 賃上げ","労働, 組合, の, 連合, が, 、, 賃上げ, を, 要求, し, た, 。",れんごう,"union, alliance"
おろそか,忙しさにかまけて、健康管理をおろそかにしていた。,N1,5914,5879,3,"忙し, かまけ, おろそか","忙し, さ, に, かまけ, て, 、, 健康, 管理, を, おろそか, に, し, て, い, た, 。",おろそか,"neglect, negligence, carelessness"
危ぶむ,彼の健康状態を危ぶむ声が上がっている。,N1,6409,5880,3,"危ぶむ, 上がっ, いる","彼, の, 健康, 状態, を, 危ぶむ, 声, が, 上がっ, て, いる, 。",あやぶむ,"to fear, to have misgivings, to be doubtful"
正常,検査の結果はすべて正常でした。,N1,6626,5881,3,"すべて, 正常, でし","検査, の, 結果, は, すべて, 正常, でし, た, 。",せいじょう,"normalcy, normality, normal"
保つ,健康を保つために、毎日運動しています。,N1,6827,5882,3,"保つ, ため, ます","健康, を, 保つ, ため, に, 、, 毎日, 運動, し, て, い, ます, 。",たもつ,"to keep, to preserve, to sustain"
清潔,部屋を清潔に保つことは、健康的な生活を送る上で大切です。,N3,1634,5883,4,"清潔, こと, 的, です","部屋, を, 清潔, に, 保つ, こと, は, 、, 健康, 的, な, 生活, を, 送る, 上, で, 大切, です, 。",せいけつ,clean
税関,旅行から帰国後、**税関**で荷物検査を受けた。,N2,3603,5884,4,"から, 帰国, 税関, 受け","旅行, から, 帰国, 後, 、, *, *, 税関, *, *, で, 荷物, 検査, を, 受け, た, 。",ぜいかん,customs
ストライキ,労働組合は賃上げを求めてストライキを計画している。,N1,6587,5885,4,"賃上げ, 求め, ストライキ, いる","労働, 組合, は, 賃上げ, を, 求め, て, ストライキ, を, 計画, し, て, いる, 。",ストライキ,strike
検討,その提案については、社内で検討します。,N3,2222,5886,5,"提案, つい, 社内, 検討, ます","その, 提案, に, つい, て, は, 、, 社内, で, 検討, し, ます, 。",けんとう,"consideration, examination, investigation"
組合せ,旅行の計画で、ホテルと航空券の**組合せ**を色々検討している。,N2,4010,5887,2,"組合せ, いる","旅行, の, 計画, で, 、, ホテル, と, 航空, 券, の, *, *, 組合せ, *, *, を, 色々, 検討, し, て, いる, 。",くみあわせ,combination
改革,政府は税制の**改革**を検討している。,N1,5925,5888,3,"税制, 改革, いる","政府, は, 税制, の, *, *, 改革, *, *, を, 検討, し, て, いる, 。",かいかく,"reform, reformation, innovation"
アプローチ,新しい顧客へのアプローチ方法を検討している。,N1,6401,5889,3,"顧客, アプローチ, いる","新しい, 顧客, へ, の, アプローチ, 方法, を, 検討, し, て, いる, 。",アプローチ,approach (in golf)
光景,夕焼けに染まる富士山の光景は、息をのむほど美しかった。,N3,2239,5890,5,"富士, 光景, のむ, ほど, 美しかっ","夕焼け, に, 染まる, 富士, 山, の, 光景, は, 、, 息, を, のむ, ほど, 美しかっ, た, 。",こうけい,"scene, spectacle"
合計,今日の夕食代は、合計で5000円でした。,N3,2240,5891,5,"夕食, 代, 合計, 5000, でし","今日, の, 夕食, 代, は, 、, 合計, で, 5000, 円, でし, た, 。",ごうけい,"sum total, total amount"
足し算,このアプリは、買い物リストの合計金額を足し算してくれるから便利だよ。,N1,6798,5892,4,"アプリ, リスト, 足し算, から","この, アプリ, は, 、, 買い物, リスト, の, 合計, 金額, を, 足し算, し, て, くれる, から, 便利, だ, よ, 。",たしざん,addition
構成,このレポートは、3つの部分から構成されています。,N3,2248,5893,5,"レポート, 3, から, 構成, ます","この, レポート, は, 、, 3, つ, の, 部分, から, 構成, さ, れ, て, い, ます, 。",こうせい,"organization, composition"
申し分,このレポートは内容、構成ともに申し分ない。,N1,7559,5894,3,"レポート, とも, 申し分","この, レポート, は, 内容, 、, 構成, とも, に, 申し分, ない, 。",もうしぶん,"objection, shortcomings"
幹部,新しいプロジェクトチームの幹部は、経験豊富なベテラン社員で構成されている。,N1,6083,5895,4,"プロジェクト, 幹部, 社員, いる","新しい, プロジェクト, チーム, の, 幹部, は, 、, 経験, 豊富, な, ベテラン, 社員, で, 構成, さ, れ, て, いる, 。",かんぶ,"management, executive"
コード,この服は、夏らしい爽やかな色のコードで作られています。,N3,2260,5896,5,"らしい, 爽やか, コード, 作ら, ます","この, 服, は, 、, 夏, らしい, 爽やか, な, 色, の, コード, で, 作ら, れ, て, い, ます, 。",コード,code; cord; chord
凍る,今夜は冷え込むから、水道管が凍るかもしれない。,N3,2262,5897,5,"冷え込む, から, 道管, 凍る, しれ","今夜, は, 冷え込む, から, 、, 水, 道管, が, 凍る, か, も, しれ, ない, 。",こおる,"to freeze, to be frozen over, to congeal"
語学,彼の趣味は語学学習で、特にスペイン語に力を入れている。,N3,2265,5898,5,"語学, スペイン, 語, 入れ, いる","彼, の, 趣味, は, 語学, 学習, で, 、, 特に, スペイン, 語, に, 力, を, 入れ, て, いる, 。",ごがく,language study
穀物,朝食は、穀物と牛乳を混ぜて食べることが多いです。,N3,2274,5899,5,"朝食, 穀物, 混ぜ, こと, です","朝食, は, 、, 穀物, と, 牛乳, を, 混ぜ, て, 食べる, こと, が, 多い, です, 。",こくもつ,"grain, cereal, corn"
腰,重い荷物を持ち上げたら、腰を痛めてしまった。,N3,2275,5900,5,"持ち上げ, たら, 腰, 痛め, しまっ","重い, 荷物, を, 持ち上げ, たら, 、, 腰, を, 痛め, て, しまっ, た, 。",こし,"hip, waist"
傷める,重い荷物を持って腰を傷めてしまった。,N3,2563,5901,3,"持っ, 傷め, しまっ","重い, 荷物, を, 持っ, て, 腰, を, 傷め, て, しまっ, た, 。",いためる,"to damage, to impair, to spoil"
超す,その橋を**超す**と、すぐにコンビニがあります。,N3,2279,5902,5,"超す, すぐ, コンビニ, あり, ます","その, 橋, を, *, *, 超す, *, *, と, 、, すぐ, に, コンビニ, が, あり, ます, 。",こす,"to cross, to pass, to tide over"
作品,彼の最新作品は、独特の世界観が評価されている。,N3,2328,5903,5,"最新, 作品, 観, 評価, いる","彼, の, 最新, 作品, は, 、, 独特, の, 世界, 観, が, 評価, さ, れ, て, いる, 。",さくひん,"work, opus, production"
入賞,彼の作品が写真コンテストで**入賞**した。,N1,5645,5904,1,入賞,"彼, の, 作品, が, 写真, コンテスト, で, *, *, 入賞, *, *, し, た, 。",にゅうしょう,winning a prize or place (in a contest
大衆,この映画は、大衆受けを狙った作品だ。,N1,6759,5905,3,"大衆, 受け, 狙っ","この, 映画, は, 、, 大衆, 受け, を, 狙っ, た, 作品, だ, 。",たいしゅう,general public
自我,彼は、自分の作品に強く**自我**を投影している。,N1,5420,5906,4,"強く, 自我, 投影, いる","彼, は, 、, 自分, の, 作品, に, 強く, *, *, 自我, *, *, を, 投影, し, て, いる, 。",じが,"self, ego"
偽造,この絵画は、有名な画家の作品を**偽造**したものだと考えられている。,N1,6127,5907,4,"偽造, もの, られ, いる","この, 絵画, は, 、, 有名, な, 画家, の, 作品, を, *, *, 偽造, *, *, し, た, もの, だ, と, 考え, られ, て, いる, 。",ぎぞう,"forgery, fabrication, counterfeiting"
避ける,私は人混みを避けるために、少し時間をずらして買い物に行きます。,N3,2333,5908,5,"人混み, 避ける, ため, ずらし, ます","私, は, 人混み, を, 避ける, ため, に, 、, 少し, 時間, を, ずらし, て, 買い物, に, 行き, ます, 。",さける,"to avoid (physical contact); to ward off, to avert"
密,人との密を避けるために、オンライン会議に参加した。,N3,2366,5909,4,"密, ため, オン, ライン","人, と, の, 密, を, 避ける, ため, に, 、, オン, ライン, 会議, に, 参加, し, た, 。",みつ,"thick, close"
ざっと,資料に**ざっと**目を通しておきました。,N3,2346,5910,5,"資料, ざっ, 通し, おき, まし","資料, に, *, *, ざっ, と, *, *, 目, を, 通し, て, おき, まし, た, 。",ざっと,"roughly, in round numbers"
差別,この会社では、性別による差別は一切ありません。,N3,2350,5911,5,"性別, よる, 差別, あり, ませ","この, 会社, で, は, 、, 性別, に, よる, 差別, は, 一切, あり, ませ, ん, 。",さべつ,"discrimination, differentiation"
土産,京都に行ったお土産に、抹茶のお菓子を買ってきた。,N3,2369,5912,5,"京都, 行っ, 土産, 抹茶, 買っ","京都, に, 行っ, た, お, 土産, に, 、, 抹茶, の, お, 菓子, を, 買っ, て, き, た, 。",みやげ,souvenir
何でも,お土産は**何でも**いいよ。,N3,3008,5913,1,いい,"お, 土産, は, *, *, 何, で, も, *, *, いい, よ, 。",なんでも,"by all means, everything"
叔母,お土産に、叔母が手編みのマフラーをくれた。,N2,3779,5914,3,"叔母, 手編み, くれ","お, 土産, に, 、, 叔母, が, 手編み, の, マフラー, を, くれ, た, 。",おば,aunt (younger than one's parent)
包み,お土産を綺麗な和紙の包みに入れてもらった。,N3,2855,5915,4,"和紙, 包み, 入れ, もらっ","お, 土産, を, 綺麗, な, 和紙, の, 包み, に, 入れ, て, もらっ, た, 。",つつみ,"bundle, package"
芽,春の雨を受けて、庭の草木の芽が顔を出し始めた。,N3,2391,5916,5,"受け, 草木, 芽, 出し, 始め","春, の, 雨, を, 受け, て, 、, 庭, の, 草木, の, 芽, が, 顔, を, 出し, 始め, た, 。",め,sprout
命令,上司の**命令**で、残業することになった。,N3,2397,5917,5,"上司, 命令, 残業, こと, なっ","上司, の, *, *, 命令, *, *, で, 、, 残業, する, こと, に, なっ, た, 。",めいれい,"order, command, decree"
綿,このシャツは綿100%で、肌触りがいい。,N3,2404,5918,5,"綿, 100, %, 肌触り, いい","この, シャツ, は, 綿, 100, %, で, 、, 肌触り, が, いい, 。",めん,cotton
目標,来年の目標は、月に2冊本を読むことです。,N3,2414,5919,5,"目標, 2, 冊, こと, です","来年, の, 目標, は, 、, 月, に, 2, 冊, 本, を, 読む, こと, です, 。",もくひょう,"mark, objective, target"
達する,目標地点に達する。,N3,2753,5920,1,達する,"目標, 地点, に, 達する, 。",たっする,"to reach, to get to"
売上,先月の売上は目標を大きく上回った。,N2,4450,5921,3,"売上, 大きく, 上回っ","先月, の, 売上, は, 目標, を, 大きく, 上回っ, た, 。",うりあげ,"amount sold, proceeds"
上回る,今年の売上は去年の実績を上回った。,N1,5802,5922,1,上回っ,"今年, の, 売上, は, 去年, の, 実績, を, 上回っ, た, 。",うわまわる,to exceed
見通し,来月の売上は、厳しい見通しだ。,N1,7482,5923,1,見通し,"来月, の, 売上, は, 、, 厳しい, 見通し, だ, 。",みとおし,"perspective, unobstructed view, prospect"
年度,新年度の目標を設定しました。,N2,4600,5924,3,"新, 年度, まし","新, 年度, の, 目標, を, 設定, し, まし, た, 。",ねんど,"year, fiscal year"
財政,政府は来年度の財政計画を発表した。,N1,5341,5925,1,財政,"政府, は, 来, 年度, の, 財政, 計画, を, 発表, し, た, 。",ざいせい,"economy, financial affairs"
～兆,今年度の国家予算は100兆円を超えた。,N2,5079,5926,2,"100, 超え","今, 年度, の, 国家, 予算, は, 100, 兆, 円, を, 超え, た, 。",～ちょう,trillion
実る,努力が**実って**、目標を達成できた。,N2,4906,5927,3,"実っ, 達成, でき","努力, が, *, *, 実っ, て, *, *, 、, 目標, を, 達成, でき, た, 。",みのる,"to bear fruit, to ripen"
達成,目標を達成できて嬉しい。,N1,6809,5928,3,"達成, でき, 嬉しい","目標, を, 達成, でき, て, 嬉しい, 。",たっせい,achievement
励む,目標達成のために、毎日一生懸命**励んで**います。,N1,7061,5929,3,"ため, 励ん, ます","目標, 達成, の, ため, に, 、, 毎日, 一生, 懸命, *, *, 励ん, で, *, *, い, ます, 。",はげむ,"to be zealous, to make an effort"
着目,このグラフでは、売上の伸びに着目してください。,N1,6872,5930,4,"グラフ, 伸び, 着目, ください","この, グラフ, で, は, 、, 売上, の, 伸び, に, 着目, し, て, ください, 。",ちゃくもく,attention
従業員,従業員は皆、会社の目標達成に向けて努力しています。,N1,7143,5931,4,"従業, 員, 向け, ます","従業, 員, は, 皆, 、, 会社, の, 目標, 達成, に, 向け, て, 努力, し, て, い, ます, 。",じゅうぎょういん,"employee, worker"
もしも,もしも宝くじが当たったら、世界一周旅行に行きたいな。,N3,2417,5932,5,"宝くじ, 当たっ, たら, 周, たい","もし, も, 宝くじ, が, 当たっ, たら, 、, 世界, 一, 周, 旅行, に, 行き, たい, な, 。",もしも,if
素,彼はいつも素の自分でいることを心がけている。,N3,2424,5933,5,"素, いる, こと, 心がけ, いる","彼, は, いつ, も, 素, の, 自分, で, いる, こと, を, 心がけ, て, いる, 。",もと,prime
必要,ビタミンDは体に必要な栄養素です。,N4,790,5934,5,"ビタミン, D, 必要, 栄養, です","ビタミン, D, は, 体, に, 必要, な, 栄養, 素, です, 。",ひつよう,necessary
計算,この問題は少し計算が必要だ。,N3,2183,5935,1,計算,"この, 問題, は, 少し, 計算, が, 必要, だ, 。",けいさん,"calculation, reckoning"
削る,予算を**削る**必要が出てきた。,N2,4037,5936,1,削る,"予算, を, *, *, 削る, *, *, 必要, が, 出, て, き, た, 。",けずる,"to cut down little by little, to take a percentage"
役人,その計画には、役人の許可が必要だ。,N2,4978,5937,1,役人,"その, 計画, に, は, 、, 役人, の, 許可, が, 必要, だ, 。",やくにん,government official
財源,新しい道路の建設には、安定した財源が必要だ。,N1,5336,5938,1,財源,"新しい, 道路, の, 建設, に, は, 、, 安定, し, た, 財源, が, 必要, だ, 。",ざいげん,"source of funds, resources, finances"
ドライバー,ねじを締めるのに、ドライバーが必要だ。,N1,5545,5939,1,ドライバー,"ねじ, を, 締める, の, に, 、, ドライバー, が, 必要, だ, 。",ドライバー,"driver, screwdriver"
ねじまわし,棚を組み立てるのに、ねじまわしが必要だ。,N1,5660,5940,1,まわし,"棚, を, 組み立てる, の, に, 、, ねじ, まわし, が, 必要, だ, 。",ねじまわし,screwdriver
金槌,釘を打つには金槌が必要だ。,N1,6029,5941,1,金槌,"釘, を, 打つ, に, は, 金槌, が, 必要, だ, 。",かなづち,(iron) hammer
修理,この時計は修理が必要です。,N3,1478,5942,2,"修理, です","この, 時計, は, 修理, が, 必要, です, 。",しゅうり,"repairing, mending"
